id,category_id,name,description,image,price,trial_days,expires_at,created_at,updated_at
b9d49d14-7e47-4773-9112-01582190ffb0,1142a815-f051-4ba1-bd7b-68965aedf1f0,Grammer,Grammer course,CdILFXWpefODXNyO8F9QuHZqa38lLTiXQK2eES5K.jpeg,100,1,2020-07-31 00:00:00,2020-07-20 04:45:47,2020-07-20 04:45:47
